key,recruitmentkey,firstname,lastname,slug,hometown,state,highschool,classyear,pos,height,height_in,weight,consensus_rating,consensus_st,consensus_pos,consensus_ovr,on3_rating,on3_st,on3_pos,on3_ovr,s247_rating,s247_st,s247_pos,s247_ovr,espn_rating,espn_st,espn_pos,espn_ovr,rivals_rating,rivals_st,rivals_pos,rivals_ovr,committed,
36973,959,Dillon,Baxter,dillon-baxter-36973,San Diego, CA,Mission Bay,2010,RB,'5-11,71.0,187,96.71725105189341,3,3,20,null,null,null,null,99,3,1,9,81,15,12,117,6.1,3,1,17,USC,
67582,957,Josh,Shaw,josh-shaw-67582,Palmdale, CA,Palmdale,2010,CB,'6-1,73.0,200,96.68629032258063,4,3,21,null,null,null,null,99,4,1,10,83,4,3,28,6,5,3,28,Florida,
135994,4860,Christian,Jones,christian-jones-135994,Winter Park, FL,Lake Howell,2010,EDGE,'6-4,76.0,220,96.57607526881719,3,3,22,null,null,null,null,97,3,4,29,83,null,2,27,6.1,2,2,20,Florida State,
83671,982,Markeith,Ambles,markeith-ambles-83671,McDonough, GA,Henry County,2010,WR,'6-2,74.0,215,null,null,null,null,null,null,null,null,90,3,8,39,null,null,null,null,null,null,null,null,USC,
122021,960,Xavier,Grimble,xavier-grimble-122021,Las Vegas, NV,Bishop Gorman,2010,TE,'6-4,76.0,261,96.32122487143523,1,1,24,null,null,null,null,98,1,1,18,83,null,1,31,6,1,1,51,USC,
116559,995,Trovon,Reed,trovon-reed-116559,Thibodaux, LA,Thibodaux,2010,CB,'6-0,72.0,190,96.02996727442729,1,4,25,null,null,null,null,97,1,3,24,83,null,6,39,6,1,4,46,Auburn,
59573,1028,Jeff,Luc,jeff-luc-59573,Port Saint Lucie, FL,Treasure Coast,2010,LB,'6-1,73.0,256,95.89913510986443,4,4,26,null,null,null,null,95,11,3,71,85,null,1,11,6,6,1,42,Florida State,
77407,1034,Lache,Seastrunk,lache-seastrunk-77407,Temple, TX,Temple,2010,RB,'5-9.5,69.5,201,95.7971482000935,3,4,27,null,null,null,null,95,12,9,83,83,null,6,40,6.1,2,3,26,Oregon,
100998,1018,Robert,Crisp,robert-crisp-100998,Hillsborough, NC,Cedar Ridge,2010,OT,'6-7,79.0,299,95.74845722300141,2,2,28,null,null,null,null,95,2,6,52,81,null,5,59,6.1,2,2,13,NC State,
30451,1025,Darius,White,darius-white-30451,Fort Worth, TX,Dunbar,2010,WR,'6-3,75.0,200,95.7011103319308,4,7,29,null,null,null,null,95,8,7,58,84,null,3,20,6,7,6,41,Texas,
19271,997,Cecil,Whiteside,cecil-whiteside-19271,Newport Beach, CA,Newport Harbor,2010,LB,'6-3,75.0,220,95.54959093034127,5,5,30,null,null,null,null,97,5,2,25,81,14,10,116,6,7,4,38,California,
58998,1014,Jaylen,Watkins,jaylen-watkins-58998,Cape Coral, FL,Cape Coral,2010,S,'5-11,71.0,194,95.51123188405798,5,2,31,null,null,null,null,96,7,4,48,82,null,5,50,6,8,4,47,Florida,
135665,958,Ja'Wuan,James,jawuan-james-135665,Suwanee, GA,North Gwinnett,2010,OT,'6-6,78.0,315,95.50887096774194,4,3,32,null,null,null,null,98,1,2,12,83,null,2,24,5.9,6,8,55,Tennessee,
40800,1242,J.R.,Ferguson,ego-ferguson-40800,Chatham, VA,Hargrave Military Academy (HS),2010,DL,'6-2,74.0,309,95.49447755960729,1,4,33,null,null,null,null,93,3,10,129,null,null,null,null,6,1,6,31,LSU,
45788,1005,George,Uko,george-uko-45788,Chino, CA,Don Lugo,2010,DL,'6-3,75.0,284,95.39209911173445,6,5,34,null,null,null,null,96,6,2,39,81,9,5,58,6,4,3,27,USC,
99455,1003,Reggie,Wilson,reggie-wilson-99455,Fort Worth, TX,Haltom,2010,EDGE,'6-2,74.0,240,95.36323048153342,5,4,35,null,null,null,null,96,4,5,35,81,null,8,72,6,3,4,29,Texas,
135673,1004,Luke,Joeckel,luke-joeckel-135673,Arlington, TX,Arlington,2010,OT,'6-6,78.0,306,95.30905797101451,6,4,36,null,null,null,null,96,5,3,38,81,null,6,83,6,6,5,39,Texas A&M,
53646,1009,Jake,Matthews,jake-matthews-53646,Missouri City, TX,Elkins,2010,OT,'6-5,77.0,308,95.27101449275362,7,5,37,null,null,null,null,96,6,5,43,81,null,7,90,6,8,7,48,Texas A&M,
1860,131143,Ahmad,Dixon,ahmad-dixon-1860,Waco, TX,Midway,2010,S,'6-0,72.0,212,95.26568489948576,8,3,38,null,null,null,null,97,3,3,26,84,null,3,15,5.9,18,10,133,Baylor,
21001,1033,Chaz,Green,chaz-green-21001,Tampa, FL,Tampa Catholic,2010,IOL,'6-5,77.0,300,95.23768115942029,6,1,39,null,null,null,null,95,9,9,63,82,null,4,52,6,7,6,43,Florida,
22073,1225,Chris,Martin,chris-martin-22073,Aurora, CO,Grandview,2010,DL,'6-6,78.0,265,90.8238896680692,14,8,34,null,null,null,null,89,17,5,41,77,null,6,80,5.8,null,null,13,California,
135670,994,Justin,Hunter,justin-hunter-135670,Virginia Beach, VA,Ocean Lakes,2010,WR,'6-4,76.0,203,95.15274661056569,2,8,41,null,null,null,null,97,1,4,23,83,null,5,26,5.9,3,8,75,Tennessee,
63187,980,John,Fulton,john-fulton-63187,Manning, SC,Manning ,2010,CB,'6-0,72.0,186,95.09384057971015,2,5,42,null,null,null,null,97,2,3,33,83,null,4,36,5.9,2,5,58,Alabama,
108089,1015,Spencer,Ware,spencer-ware-108089,Cincinnati, OH,Princeton,2010,RB,'5-10,70.0,229,95.08210612435718,2,5,43,null,null,null,null,96,4,4,49,80,null,12,null,6.1,3,3,19,LSU,
135675,1016,Tony,Jefferson,tony-jefferson-135675,Chula Vista, CA,Eastlake,2010,S,'5-11,71.0,212,95.04718326320709,7,4,44,null,null,null,null,96,7,6,50,84,3,4,21,5.9,10,4,62,Oklahoma,
135674,1011,James,Hurst,james-hurst-135674,Plainfield, IN,Plainfield,2010,OT,'6-7,79.0,284,95.02644927536232,1,6,45,null,null,null,null,95,1,8,59,81,null,4,87,6,1,4,32,North Carolina,
5875,1019,Anthony,Barr,anthony-barr-5875,Los Angeles, CA,Loyola,2010,EDGE,'6-5,77.0,255,94.9521739130435,8,5,46,null,null,null,null,95,11,7,67,81,12,11,102,6,8,5,50,UCLA,
135672,1002,Storm,Johnson,storm-johnson-135672,Loganville, GA,Loganville,2010,RB,'5-11.63,71.63,209,94.89108228143992,5,6,47,null,null,null,null,97,6,3,34,82,null,3,22,5.9,8,7,106,Miami,
96588,1007,Phillip,Sims,phillip-sims-96588,Chesapeake, VA,Oscar Smith,2010,QB,'6-1,73.0,227,94.82028985507247,3,1,48,null,null,null,null,96,2,1,41,83,null,1,32,5.9,2,2,67,Alabama,
21656,131146,Chris,Dunkley,chris-dunkley-21656,Pahokee, FL,Pahokee,2010,CB,'6-0,72.0,185,94.7858695652174,7,6,49,null,null,null,null,96,6,6,45,83,null,7,37,5.9,12,9,77,Florida,
135692,1200,Tevin,Jackson,tevin-jackson-135692,Garland, TX,Garland,2010,LB,'6-3,75.0,230,94.71666666666667,9,6,50,null,null,null,null,94,13,6,89,81,null,6,86,6,5,3,36,Texas,
74776,1029,Khairi,Fortt,khairi-fortt-74776,Stamford, CT,Stamford,2010,EDGE,'6-2,74.0,240,94.6913043478261,1,6,51,null,null,null,null,94,2,8,110,81,null,2,66,6,2,5,49,Penn State,
64623,149832,Jonathan,Dowling,jonathan-dowling-64623,Bradenton, FL,Southeast,2010,CB,'6-2.75,74.75,190,94.65741000467509,8,7,52,null,null,null,null,97,4,4,32,86,null,1,10,5.8,29,16,176,Florida,
146326,154655,Ian,Silberman,ian-silberman-146326,Orange Park, FL,Fleming Island,2010,OT,'6-5,77.0,257,94.49420289855074,9,7,53,null,null,null,null,95,10,11,70,83,null,3,41,5.9,10,10,71,Florida,
135676,1017,Jordon,James,jordon-james-135676,Corona, CA,Corona,2010,RB,'5-10,70.0,190,94.46521739130435,9,7,54,null,null,null,null,95,8,5,51,83,5,5,38,5.9,15,8,109,UCLA,
45835,1196,Gerald,Christian,gerald-christian-45835,Palm Beach Gardens, FL,Dwyer,2010,TE,'6-3,75.0,244,94.46521739130435,10,2,55,null,null,null,null,95,13,3,82,83,null,2,35,5.9,13,2,81,Florida,
16465,1203,C.J.,Mosley,cj-mosley-16465,Theodore, AL,Theodore,2010,LB,'6-2,74.0,235,94.37608695652176,2,7,56,null,null,null,null,96,2,2,37,81,null,7,99,5.9,2,6,56,Alabama,
109576,1250,T.J.,Stripling,tj-stripling-109576,Decatur, GA,Southwest DeKalb,2010,EDGE,'6-6,78.0,215,94.36521739130434,6,7,57,null,null,null,null,93,13,7,138,81,null,5,84,6,4,4,45,Georgia,
50117,1211,Ivan,McCartney,ivan-mccartney-50117,Hollywood, FL,Miramar,2010,WR,'6-2,74.0,182,94.35615942028986,11,9,58,null,null,null,null,93,19,14,126,81,null,18,109,6,5,5,37,West Virginia,
22918,1022,Christian,Green,christian-green-22918,Tampa, FL,Tampa Catholic,2010,WR,'6-2,74.0,204,94.34094202898552,12,10,59,null,null,null,null,95,8,5,56,82,null,9,53,5.9,9,7,61,Florida State,
101533,1192,Rod,Smith,rod-smith-101533,Fort Wayne, IN,Paul Harding,2010,RB,'6-3,75.0,231,94.28840579710146,2,8,60,null,null,null,null,95,2,7,78,82,null,7,56,5.9,2,6,65,Ohio State,
16404,1012,C.J.,Fiedorowicz,cj-fiedorowicz-16404,Mchenry, IL,Johnsburg,2010,TE,'6-5,77.0,265,94.25833333333334,2,3,61,null,null,null,null,96,2,2,46,81,null,6,82,5.9,2,5,129,Iowa,
100274,1008,Ricky,Heimuli,ricky-heimuli-100274,Glendale, UT,Brighton,2010,DL,'6-4,76.0,314,94.24746376811595,1,7,62,null,null,null,null,96,1,3,42,81,null,13,133,5.9,2,8,88,Oregon,
33644,131145,Demar,Dorsey,demar-dorsey-33644,Fort Lauderdale, FL,Boyd Anderson,2010,S,'6-1,73.0,175,91.6437587657784,2,2,24,null,null,null,null,86,13,9,89,85,null,2,12,5.8,27,13,162,Michigan,
7870,131147,Ashton,Dorsey,ashton-dorsey-7870,Tyler, TX,John Tyler,2010,DL,'6-2,74.0,276,94.23586956521741,10,8,64,null,null,null,null,95,11,6,75,82,null,4,46,5.9,14,14,107,Texas,
61318,19757,Jesse,Scroggins,jesse-scroggins-61318,Lakewood, CA,Lakewood,2010,QB,'6-3,75.0,210,90.02971014492755,15,2,41,null,null,null,null,84,36,5,118,77,null,2,86,5.9,19,5,124,USC,
27613,1220,D.J.,Morgan,dj-morgan-27613,Woodland Hills, CA,Taft ,2010,RB,'5-11,71.0,175,94.17898550724637,11,9,66,null,null,null,null,94,17,5,106,83,6,7,44,5.9,11,3,68,USC,
36016,1010,Devin,Gardner,devin-gardner-36016,Inkster, MI,Inkster,2010,QB,'6-4,76.0,195,94.17318840579712,2,3,67,null,null,null,null,96,2,1,44,81,null,5,128,5.9,2,1,132,Michigan,
3688,1027,Alfy,Hill,alfy-hill-3688,Shallotte, NC,West Brunswick,2010,DL,'6-4,76.0,245,89.82608695652172,16,9,42,null,null,null,null,90,15,3,35,null,null,null,null,5.6,null,null,70,Alabama,
69560,1228,Justin,McCay,justin-mccay-69560,Mission, KS,Bishop Miege,2010,WR,'6-2,74.0,213,94.1159420289855,1,11,69,null,null,null,null,93,2,9,114,80,null,15,142,6,1,6,52,Oklahoma,
80225,1042,Louis,Nix III,louis-nix-iii-80225,Jacksonville, FL,Raines,2010,DL,'6-2,74.0,331,94.06449275362318,14,10,70,null,null,null,null,95,12,7,77,81,null,6,64,5.9,14,7,85,Notre Dame,
13853,1013,Brennan,Clay,brennan-clay-13853,San Diego, CA,Scripps Ranch,2010,RB,'5-11,71.0,197,94.0463768115942,12,10,71,null,null,null,null,95,9,6,54,81,16,10,129,5.9,9,2,53,Oklahoma,
42347,1194,Eric,Reid,eric-reid-42347,Geismar, LA,Dutchtown,2010,S,'6-2,74.0,208,94.03550724637682,2,6,72,null,null,null,null,95,2,8,81,81,null,7,71,5.9,2,6,90,LSU,
26249,1199,Corey,Miller,corey-miller-26249,Duncan, SC,Byrnes,2010,EDGE,'6-3,75.0,265,94.02934782608696,3,8,73,null,null,null,null,94,3,2,87,82,null,4,51,5.9,4,5,66,Tennessee,
78492,1565,Latwan,Anderson,latwan-anderson-78492,Cleveland, OH,Glenville,2010,CB,'5-10,70.0,189,93.96957690509585,3,8,74,null,null,null,null,94,6,8,85,79,null,17,null,6.1,1,2,15,Signed,
44523,1213,Gabe,King,gabe-king-44523,Eugene, OR,South Eugene,2010,EDGE,'6-6,78.0,253,93.96908602150538,2,9,75,null,null,null,null,94,2,7,101,80,null,19,null,6,2,5,30,California,
100713,1564,Rob,Bolden,rob-bolden-100713,West Bloomfield, MI,St. Mary's,2010,QB,'6-4,76.0,209,93.90688405797103,3,4,76,null,null,null,null,95,4,2,65,81,null,4,112,5.9,3,2,136,Penn State,
107444,1020,Silas,Redd,silas-redd-107444,Stamford, CT,King & Low Heywood Thomas,2010,RB,'5-10,70.0,200,93.90108695652175,2,11,77,null,null,null,null,96,1,4,47,79,null,18,null,6,1,4,44,Penn State,
116072,1038,Trey,Hopkins,trey-hopkins-116072,Galena Park, TX,North Shore,2010,IOL,'6-4,76.0,310,93.81521739130434,11,2,78,null,null,null,null,95,9,1,62,80,null,6,141,5.9,9,1,64,Texas,
135671,1000,Adrian,Hubbard,adrian-hubbard-135671,Norcross, GA,Norcross,2010,EDGE,'-,0,null,93.80260635811128,7,10,79,null,null,null,null,97,3,3,27,82,null,5,54,5.8,13,10,189,Alabama,
34038,3236,Demetrius,Wright,demetrius-wright-34038,Corona, CA,Corona,2010,S,'6-1,73.0,201,93.78188405797104,13,7,80,null,null,null,null,94,13,9,84,81,10,6,60,5.9,14,8,100,USC,
33652,1030,Demarco,Cobbs,demarco-cobbs-33652,Tulsa, OK,Central,2010,LB,'6-1,73.0,198,93.7770804114072,1,8,81,null,null,null,null,95,1,6,61,84,null,3,18,5.8,3,11,140,Texas,
135694,1206,Malcolm,Jones,malcolm-jones-135694,Thousand Oaks, CA,Oaks Christian,2010,RB,'6-1,73.0,210,93.77101449275364,14,12,82,null,null,null,null,94,15,12,94,81,11,8,69,5.9,12,9,87,UCLA,
135693,1205,Chris,Jones,chris-jones-135693,Daingerfield, TX,Daingerfield,2010,WR,'6-2,74.0,186,93.73840579710145,12,12,83,null,null,null,null,94,17,11,99,81,null,11,73,5.9,12,11,96,Texas,
79052,1210,Leon,Orr,leon-orr-79052,New Port Richey, FL,Gulf,2010,DL,'6-5,77.0,320,93.72753623188406,15,11,84,null,null,null,null,94,15,8,98,81,null,8,81,5.9,17,11,95,Florida,
27215,1214,Curtis,White,curtis-white-27215,Eugene, OR,Sheldon,2010,TE,'6-5,77.0,240,93.72572463768117,3,4,85,null,null,null,null,94,3,5,102,81,null,5,76,5.9,3,3,97,Oregon,
13914,1207,Brent,Benedict,brent-benedict-13914,Jacksonville, FL,The Bolles School,2010,OT,'6-5,77.0,278,93.69855072463768,16,8,86,null,null,null,null,94,14,14,95,81,null,11,119,5.9,11,12,76,Georgia,
10753,1216,Blake,Bell,blake-bell-10753,Wichita, KS,Bishop Carroll,2010,TE,'6-6,78.0,252,93.6894927536232,2,5,87,null,null,null,null,94,1,3,104,81,null,3,65,5.9,2,6,126,Oklahoma,
73387,1221,Kenny,Shaw,kenny-shaw-73387,Orlando, FL,Dr. Phillips,2010,WR,'6-0,72.0,170,93.65326086956523,17,13,88,null,null,null,null,94,16,12,107,81,null,14,92,5.9,20,14,116,Florida State,
5261,1006,Andrew,Norwell,andrew-norwell-5261,Cincinnati, OH,Anderson,2010,IOL,'6-6,78.0,325,93.64492753623189,4,3,89,null,null,null,null,96,3,4,40,80,null,13,null,5.9,5,9,59,Ohio State,
117385,1208,Tyler,Bray,tyler-bray-117385,Kingsburg, CA,Kingsburg,2010,QB,'6-6,78.0,215,93.56811594202898,15,5,90,null,null,null,null,94,16,5,96,81,17,6,135,5.9,21,7,131,Tennessee,
36940,1227,Dietrich,Riley,dietrich-riley-36940,La Canada Flintridge, CA,St. Francis,2010,S,'6-1,73.0,195,93.37789855072464,16,8,91,null,null,null,null,93,18,10,111,81,13,10,108,5.9,16,9,110,UCLA,
13337,1248,Brandon,Willis,brandon-willis-13337,Duncan, SC,Byrnes,2010,DL,'6-2,74.0,270,93.36884057971015,4,12,92,null,null,null,null,93,6,12,155,81,null,10,110,5.9,5,7,69,North Carolina,
70427,1251,Kadron,Boone,kadron-boone-70427,Ocala, FL,Trinity Catholic,2010,WR,'6-1,73.0,190,93.35978260869567,18,14,93,null,null,null,null,93,22,17,139,81,null,15,95,5.9,18,12,105,LSU,
135678,1039,Matt,James,matt-james-135678,Cincinnati, OH,St. Xavier,2010,OT,'6-8,80.0,290,93.28623188405797,5,9,94,null,null,null,null,95,5,13,73,80,null,14,null,5.9,6,14,86,Signed,
13622,1001,Braylon,Heard,braylon-heard-13622,Youngstown, OH,Cardinal Mooney,2010,RB,'5-11,71.0,189,93.28508648901357,6,13,95,null,null,null,null,97,2,2,31,79,null,25,null,5.9,4,5,57,Nebraska,
26069,1272,Corey,Brown,corey-brown-26069,Springfield, PA,Cardinal O'Hara,2010,WR,'5-11,71.0,185,93.25833333333334,2,15,96,null,null,null,null,93,3,11,140,81,null,20,137,5.9,4,10,118,Ohio State,
81169,1209,Mack,Brown,mack-brown-81169,Lithonia, GA,Martin Luther King Jr.,2010,RB,'5-11,71.0,213,93.12644927536232,8,14,97,null,null,null,null,94,11,4,97,83,null,4,34,5.8,12,13,185,Florida,
45135,1195,Garrison,Smith,garrison-smith-45135,Atlanta, GA,Douglass,2010,DL,'6-1,73.0,295,93.1123188405797,9,13,98,null,null,null,null,93,14,12,157,80,null,15,143,5.9,7,6,79,Georgia,
136091,6436,T.J.,Jones,tj-jones-136091,Gainesville, GA,Gainesville,2010,WR,'5-11,71.0,195,93.08260869565217,10,16,99,null,null,null,null,95,9,9,76,81,null,10,68,5.8,9,19,141,Notre Dame,
53533,1201,Jake,Heaps,jake-heaps-53533,Sammamish, WA,Skyline,2010,QB,'6-1,73.0,215,93.04710144927539,1,6,100,null,null,null,null,94,1,3,90,80,null,7,null,5.9,1,1,63,BYU,
33000,3326,DeAndre,Hopkins,deandre-hopkins-33000,Central, SC,D W Daniel,2010,WR,'6-1,73.0,195,93.02934782608696,5,17,101,null,null,null,null,90,null,null,null,92,null,28,139,5.8,8,12,148,Clemson,
33076,9076,DeAndrew,White,deandrew-white-33076,Houston, TX,North Shore,2010,WR,'6-0,72.0,192,93.02355072463769,13,18,102,null,null,null,null,94,16,10,93,80,null,26,null,5.9,10,7,73,Alabama,
8439,1212,Austin,Haywood,austin-haywood-8439,Moore, OK,Southmoore,2010,TE,'6-4,76.0,247,93.00398550724637,2,6,103,null,null,null,null,94,2,4,100,82,null,3,48,5.8,2,7,139,Oklahoma,
19179,1254,Cassius,Marsh,cassius-marsh-19179,Thousand Oaks, CA,Oaks Christian,2010,EDGE,'6-4,76.0,254,92.99891304347827,17,11,104,null,null,null,null,93,22,11,142,79,33,33,null,6,6,4,33,UCLA,
24401,1333,Cody,Riggs,cody-riggs-24401,Fort Lauderdale, FL,St. Thomas Aquinas,2010,CB,'5-9,69.0,187,92.97391304347828,19,9,105,null,null,null,null,92,28,14,208,81,null,7,79,5.9,23,11,127,Florida,
88431,1040,Michael,Taylor,michael-taylor-88431,Atlanta, GA,Westlake,2010,LB,'6-1,73.0,213,92.89782608695653,11,9,106,null,null,null,null,95,8,5,74,81,null,12,123,5.8,14,3,190,Florida,
111697,2865,Terrence,Mitchell,terrence-mitchell-111697,Tampa, FL,Hillsborough,2010,WR,'5-10,70.0,165,92.85326086956523,20,19,107,null,null,null,null,null,null,null,null,80,null,12,144,5.9,15,7,89,USF,
26261,1230,Corey,Nelson,corey-nelson-26261,Dallas, TX,Skyline,2010,LB,'6-0,72.0,231,92.78188405797101,14,10,108,null,null,null,null,94,15,7,92,81,null,3,62,5.8,23,12,159,Oklahoma,
93156,1288,Nickell,Robey,nickell-robey-93156,Frostproof, FL,Frostproof,2010,CB,'5-8,68.0,165,92.7590579710145,21,10,109,null,null,null,null,92,25,11,176,80,null,13,149,5.9,19,9,111,USC,
59835,1035,Jeffrey,Whitaker,jeffrey-whitaker-59835,Warner Robins, GA,Warner Robins,2010,DL,'6-4,76.0,322,92.72355072463768,12,14,110,null,null,null,null,95,7,5,66,79,null,17,null,5.9,5,5,54,Auburn,
77466,1341,LaDarius,Owens,ladarius-owens-77466,Hueytown, AL,Jess Lanier,2010,EDGE,'6-2,74.0,259,92.67934782608697,3,12,111,null,null,null,null,92,6,12,214,80,null,14,138,5.9,4,8,128,Auburn,
92455,131163,Nick,Demien,nick-demien-92455,Wentzville, MO,Timberland,2010,IOL,'6-6,78.0,295,92.67391304347825,1,4,112,null,null,null,null,93,1,17,149,80,null,17,null,5.9,1,11,72,Missouri,
23203,1232,Christian,Thomas,christian-thomas-23203,Palmdale, CA,Highland,2010,TE,'6-3,75.0,235,92.65760869565219,18,7,113,null,null,null,null,93,19,6,118,80,19,8,null,5.9,17,4,112,USC,
7427,8978,Arie,Kouandjio,arie-kouandjio-7427,Hyattsville, MD,DeMatha Catholic,2010,IOL,'6-5,77.0,315,92.63297101449275,1,5,114,null,null,null,null,95,1,7,53,79,null,14,null,5.9,2,15,117,Alabama,
66,1244,A.J.,Cann,aj-cann-66,Bamberg, SC,Bamberg-Ehrhardt,2010,IOL,'6-3,75.0,313,92.37789855072464,6,6,115,null,null,null,null,93,5,2,131,81,null,3,85,5.8,9,2,182,South Carolina,
92462,131162,Nick,Dew,nick-dew-92462,Virginia Beach, VA,First Colonial,2010,LB,'6-2,74.0,197,92.37608695652173,4,11,116,null,null,null,null,93,5,13,135,81,null,6,63,5.8,6,15,201,Virginia Tech,
84145,4142,Marquis,Flowers,marquis-flowers-84145,Goodyear, AZ,Millennium,2010,EDGE,'6-3,75.0,245,92.37463768115941,1,13,117,null,null,null,null,95,1,7,69,78,null,32,null,5.9,1,8,78,Arizona,
19361,1031,Cedric,Ogbuehi,cedric-ogbuehi-19361,Allen, TX,Allen,2010,OT,'6-5,77.0,305,92.36195652173915,15,10,118,null,null,null,null,95,10,12,72,78,null,36,null,5.9,11,13,82,Texas A&M,
333,1259,Aaron,Benson,aaron-benson-333,Chatfield, TX,Cedar Hill,2010,LB,'6-2,74.0,205,92.34347826086957,16,12,119,null,null,null,null,93,24,11,148,81,null,9,114,5.8,21,11,155,Texas,
102584,1243,Roy,Finch,roy-finch-102584,Niceville, FL,Niceville,2010,RB,'5-7,67.0,167,92.325,22,15,120,null,null,null,null,94,17,6,108,79,null,17,null,5.9,16,4,94,Oklahoma,
25756,1202,Connor,Wood,connor-wood-25756,Houston, TX,Second Baptist,2010,QB,'6-4,76.0,209,92.3213768115942,17,7,121,null,null,null,null,94,14,4,91,79,null,15,null,5.9,16,3,113,Texas,
